contig-21_27_length_7856_read_count_13729_7_6509_7852,gb|QBK92545.1|,447,447,1.76E-94,300,37.778,450,99,MAG: aminopeptidase [Pithovirus LCPAC401],
contig-84_5_length_47658_read_count_22388_1_118_1461,gb|QBK92545.1|,447,447,1.07E-94,300,38,450,99,MAG: aminopeptidase [Pithovirus LCPAC401],
contig-21_293_length_1558_read_count_4844_1_24_1556,gb|ARF08211.1|,511,502,2.94E-97,311,35.446,505,98,aromatic amino acid lyase [Catovirus CTV1],
contig-35_48_length_12999_read_count_6356_8_10123_11676,gb|ARF08211.1|,517,502,2.27E-97,311,35.8,500,96,aromatic amino acid lyase [Catovirus CTV1],
contig-59_14_length_21001_read_count_10490_3_1324_2877,gb|ARF08211.1|,517,502,2.27E-97,311,35.8,500,96,aromatic amino acid lyase [Catovirus CTV1],
contig-28_83_length_8044_read_count_4725_1_41_3028,emb|VBB17795.1|,995,1161,1.01E-116,394,30.152,985,96,"calcium-transporting P-type ATPase, PMR1-type [Yasminevirus sp. GU-2018]",
contig-35_4_length_43375_read_count_21375_10_10568_13303,gb|QKU33515.1|,911,860,0,565,36.972,852,91,valine tRNA-ligase [Tupanvirus deep ocean],
contig-42_48_length_6744_read_count_23455_5_3794_6529,gb|QKU33515.1|,911,860,0,562,36.972,852,91,valine tRNA-ligase [Tupanvirus deep ocean],
contig-49_5_length_43489_read_count_21400_27_30187_32922,gb|QKU33515.1|,911,860,0,565,36.972,852,91,valine tRNA-ligase [Tupanvirus deep ocean],
contig-59_3_length_36552_read_count_17830_9_12410_15145,gb|QKU33515.1|,911,860,0,565,36.972,852,91,valine tRNA-ligase [Tupanvirus deep ocean],
contig-59_40_length_6748_read_count_12244_1_220_2955,gb|QKU33515.1|,911,860,0,562,36.972,852,91,valine tRNA-ligase [Tupanvirus deep ocean],
contig-21_152_length_3141_read_count_2087_3_859_2154,tpg|DAE21703.1|,431,358,2.19E-08,65.5,31.667,180,40,MAG TPA: Morphogenesis protein 1 hydrolase [Podoviridae sp. ct3lO13],
contig-98_53_length_6537_read_count_647564_3_2945_3895,tpg|DAX03705.1|,316,229,1.25E-08,63.9,31.361,169,53,"MAG TPA: 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase, partial [Microviridae sp.]",
contig-59_215_length_2272_read_count_3930_1_12_1286,tpg|DAF45153.1|,424,362,9.85E-09,66.2,30.116,259,61,MAG TPA: hypothetical protein [Siphoviridae sp. ctBLh2],
contig-21_8_length_10917_read_count_23338_3_2926_3876,tpg|DAX03705.1|,316,229,9.77E-09,63.9,31.609,174,54,"MAG TPA: 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase, partial [Microviridae sp.]",
contig-28_26_length_8208_read_count_26188_2_990_2264,tpg|DAF45153.1|,424,362,4.82E-09,67.4,30.502,259,61,MAG TPA: hypothetical protein [Siphoviridae sp. ctBLh2],
contig-35_10_length_30858_read_count_17568_3_1384_2334,tpg|DAX03705.1|,316,229,0.000000001,67,32.184,174,54,"MAG TPA: 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase, partial [Microviridae sp.]",
contig-98_9_length_33556_read_count_534252_17_20885_22159,tpg|DAF45153.1|,424,362,9.77E-10,69.3,30.502,259,61,MAG TPA: hypothetical protein [Siphoviridae sp. ctBLh2],
contig-59_467_length_934_read_count_70_1_3_932,gb|UWI39491.1|,310,500,3.19E-14,82.4,30.627,271,86,MAG: hypothetical protein [Bacteriophage sp.],
contig-77_14_length_12567_read_count_16320_6_5970_7094,gb|QDP51305.1|,374,335,3.13E-17,90.9,30.333,300,80,MAG: putative GMP reductase [Prokaryotic dsDNA virus sp.],
contig-91_6_length_45264_read_count_14960_22_20040_21164,gb|QDP51305.1|,374,335,3.13E-17,90.9,30.333,300,80,MAG: putative GMP reductase [Prokaryotic dsDNA virus sp.],
contig-98_10_length_13423_read_count_1017670_7_6814_7938,gb|QDP51305.1|,374,335,3.13E-17,90.9,30.333,300,80,MAG: putative GMP reductase [Prokaryotic dsDNA virus sp.],
contig-28_56_length_5776_read_count_11241_3_2443_3357,tpg|DAW86409.1|,304,296,1.03E-17,90.5,30.909,275,84,MAG TPA: ROK family protein [Bacteriophage sp.],
contig-91_14_length_28984_read_count_10428_3_1805_2719,tpg|DAW86409.1|,304,296,1.95E-18,92.4,30.909,275,84,MAG TPA: ROK family protein [Bacteriophage sp.],
contig-59_35_length_13778_read_count_4847_9_8331_9512,tpg|DAO90583.1|,393,387,3.09E-19,97.4,34.555,191,47,MAG TPA: Aminodeoxychorismate lyase [Inoviridae sp.],
contig-21_94_length_5820_read_count_1973_3_1607_3154,tpg|DAH20425.1|,515,238,5.14E-20,98.2,30.317,221,43,MAG TPA: Lysis protein [Bacteriophage sp.],
contig-35_48_length_12999_read_count_6356_3_2831_3796,tpg|DAF61513.1|,321,304,9.99E-21,99,35.981,214,66,"MAG TPA: 1,4-dihydroxy-2-naphthoate octaprenyltransferase [Siphoviridae sp. ctJ0s2]",
contig-21_27_length_7856_read_count_13729_3_2056_3036,tpg|DAS34231.1|,326,260,2.46E-22,102,31.776,214,65,MAG TPA: YlmD [Inoviridae sp.],
contig-28_21_length_9050_read_count_29585_4_3304_4284,tpg|DAS34231.1|,326,260,2.36E-22,102,31.776,214,65,MAG TPA: YlmD [Inoviridae sp.],
contig-84_5_length_47658_read_count_22388_5_4934_5914,tpg|DAS34231.1|,326,260,1.46E-22,103,31.776,214,65,MAG TPA: YlmD [Inoviridae sp.],
contig-98_9_length_33556_read_count_534252_10_11152_12744,tpg|DAO77669.1|,530,406,1.25E-22,109,33.061,245,46,MAG TPA: diaminopimelate decarboxylase [Inoviridae sp.],
contig-21_264_length_1743_read_count_5888_2_141_1733,tpg|DAO77669.1|,530,406,1.19E-22,109,33.061,245,46,MAG TPA: diaminopimelate decarboxylase [Inoviridae sp.],
contig-28_149_length_3484_read_count_6470_2_1914_3482,tpg|DAO77669.1|,523,406,1.09E-22,109,33.061,245,47,MAG TPA: diaminopimelate decarboxylase [Inoviridae sp.],
contig-28_118_length_5154_read_count_2309_6_4091_5101,gb|QHJ74688.1|,336,1891,9.37E-23,108,35.349,215,55,tail tape measure protein [Lactobacillus phage JNU_P1],
contig-35_134_length_2776_read_count_1243_2_943_1926,tpg|DAK65244.1|,327,218,6.66E-23,103,31.982,222,67,"MAG TPA: ABC-type amino acid transport system, permease component [Siphoviridae sp.] >DAK65245.1 MAG TPA: ABC-type amino acid transport system, permease component [Siphoviridae sp.] >DAQ80384.1 MAG TPA: ABC-type amino acid transport system, permease component [Herelleviridae sp.]",
contig-59_238_length_1973_read_count_6239_2_870_1853,tpg|DAK65244.1|,327,218,6.53E-23,103,31.982,222,67,"MAG TPA: ABC-type amino acid transport system, permease component [Siphoviridae sp.] >DAK65245.1 MAG TPA: ABC-type amino acid transport system, permease component [Siphoviridae sp.] >DAQ80384.1 MAG TPA: ABC-type amino acid transport system, permease component [Herelleviridae sp.]",
contig-59_245_length_1970_read_count_3264_1_120_1103,tpg|DAK65244.1|,327,218,6.53E-23,103,31.982,222,67,"MAG TPA: ABC-type amino acid transport system, permease component [Siphoviridae sp.] >DAK65245.1 MAG TPA: ABC-type amino acid transport system, permease component [Siphoviridae sp.] >DAQ80384.1 MAG TPA: ABC-type amino acid transport system, permease component [Herelleviridae sp.]",
contig-35_20_length_22439_read_count_10571_4_3148_4269,tpg|DAF45374.1|,373,320,2.17E-23,107,30.556,324,85,MAG TPA: acyl-protein synthetase [Siphoviridae sp. ctBLh2],
contig-84_64_length_10562_read_count_3733_4_2758_3708,tpg|DAW86409.1|,316,296,1.85E-24,108,31.373,306,93,MAG TPA: ROK family protein [Bacteriophage sp.],
contig-42_13_length_28478_read_count_15412_19_20506_21501,gb|AZU98308.1|,331,380,2.08E-25,113,31.667,240,73,toxic anion resistance protein [Salmonella phage Munch] >EAR2661121.1 hypothetical protein [Salmonella enterica] >ECV9083792.1 hypothetical protein [Salmonella enterica subsp. enterica serovar Infantis] >MCP0435617.1 toxic anion resistance protein [Salmonella enterica subsp. enterica serovar Mbandaka] >EAZ2022658.1 hypothetical protein [Salmonella enterica],
contig-21_55_length_5622_read_count_8844_3_1667_3658,gb|QSM02987.1|,663,442,1.24E-27,125,30.372,349,52,histidine kinase recptor protein [Mycobacterium phage prophiGD05-1],
contig-49_65_length_5628_read_count_17219_4_1965_3956,gb|QSM02987.1|,663,442,9.63E-28,125,30.372,349,52,histidine kinase recptor protein [Mycobacterium phage prophiGD05-1],
contig-35_6_length_39815_read_count_16278_13_18373_20364,gb|QSM02987.1|,663,442,8.68E-28,126,30.523,344,52,histidine kinase recptor protein [Mycobacterium phage prophiGD05-1],
contig-77_2_length_62807_read_count_22584_39_47835_48776,gb|QBP06027.1|,313,210,7.89E-28,115,39.535,172,54,LOG family protein [Synechococcus phage S-B68],
contig-84_2_length_62910_read_count_22608_39_47938_48879,gb|QBP06027.1|,313,210,7.89E-28,115,39.535,172,54,LOG family protein [Synechococcus phage S-B68],
contig-35_49_length_6710_read_count_17697_5_4999_5940,gb|QBP06027.1|,313,210,5.18E-28,116,39.535,172,54,LOG family protein [Synechococcus phage S-B68],
contig-59_42_length_6712_read_count_8950_2_770_1711,gb|QBP06027.1|,313,210,5.18E-28,116,39.535,172,54,LOG family protein [Synechococcus phage S-B68],
contig-84_48_length_6813_read_count_17969_5_5102_6043,gb|QBP06027.1|,313,210,5.18E-28,116,39.535,172,54,LOG family protein [Synechococcus phage S-B68],
contig-84_62_length_6467_read_count_8549_2_770_1711,gb|QBP06027.1|,313,210,5.18E-28,116,39.535,172,54,LOG family protein [Synechococcus phage S-B68],
contig-35_17_length_9741_read_count_23746_7_5462_6700,gb|UWI01664.1|,412,294,3.94E-28,120,33.488,215,52,MAG: Protein of unknown function (DUF3533) [Bacteriophage sp.],
contig-35_23_length_8908_read_count_10483_3_2990_4228,gb|UWI01664.1|,412,294,2.87E-28,121,31.154,260,62,MAG: Protein of unknown function (DUF3533) [Bacteriophage sp.],
contig-42_16_length_26405_read_count_8770_15_14398_15636,gb|UWI01664.1|,412,294,1.07E-28,122,31.538,260,62,MAG: Protein of unknown function (DUF3533) [Bacteriophage sp.],
contig-21_92_length_5920_read_count_2153_1_3_1316,tpg|DAN91118.1|,438,497,4.89E-29,127,39.72,214,48,MAG TPA: hypothetical protein [Bacteriophage sp.],
contig-21_106_length_3940_read_count_7534_3_1152_2327,tpg|DAH22751.1|,391,299,2.71E-29,124,33.624,229,58,"MAG TPA: putative glycosyl transferase, partial [Bacteriophage sp.]",
contig-21_200_length_3298_read_count_1214_1_4_1011,tpg|DAW87367.1|,335,274,8.89E-30,123,31.818,264,78,"MAG TPA: ABC-type sugar transport system, permease component, partial [Inoviridae sp.]",
contig-21_152_length_3988_read_count_2002_3_1209_2384,tpg|DAH22751.1|,391,299,5.29E-30,125,33.766,231,59,"MAG TPA: putative glycosyl transferase, partial [Bacteriophage sp.]",
contig-56_20_length_25358_read_count_10866_10_13751_14710,tpg|DAW87367.1|,319,274,2.16E-30,124,30.597,268,82,"MAG TPA: ABC-type sugar transport system, permease component, partial [Inoviridae sp.]",
contig-59_84_length_3860_read_count_8566_4_1643_2659,gb|UVY27449.1|,338,346,9.02E-31,127,31.953,338,95,MAG: hypothetical protein [Bacteriophage sp.],
contig-28_38_length_7679_read_count_11926_8_6649_7665,gb|UVY27449.1|,338,346,8.22E-31,127,32.239,335,94,MAG: hypothetical protein [Bacteriophage sp.],
contig-28_5_length_30259_read_count_12082_17_21204_22268,gb|UVY27449.1|,354,346,7.98E-31,128,32.44,336,90,MAG: hypothetical protein [Bacteriophage sp.],
contig-35_2_length_59782_read_count_27056_11_15919_16827,tpg|DAF56263.1|,302,233,2.32E-31,125,36.404,228,75,MAG TPA: N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase [Siphoviridae sp. ctPyh10],
contig-42_13_length_11812_read_count_11967_10_10030_10941,tpg|DAQ33138.1|,303,288,9.72E-32,127,32.09,268,87,"MAG TPA: ABC-type sugar transport system, permease component [Inoviridae sp.]",
contig-35_18_length_9471_read_count_27074_8_6663_7679,tpg|DAG01846.1|,338,309,5.61E-32,130,30.612,245,72,MAG TPA: inorganic polyphosphate/ATP-NAD kinase [Siphoviridae sp. ctYaH2],
contig-35_19_length_9471_read_count_13669_2_1793_2809,tpg|DAG01846.1|,338,309,5.61E-32,130,30.612,245,72,MAG TPA: inorganic polyphosphate/ATP-NAD kinase [Siphoviridae sp. ctYaH2],
contig-42_1_length_67253_read_count_26411_23_29044_30066,tpg|DAG01846.1|,340,309,5.52E-32,130,30.612,245,71,MAG TPA: inorganic polyphosphate/ATP-NAD kinase [Siphoviridae sp. ctYaH2],
contig-70_0_length_94067_read_count_36875_46_54498_55520,tpg|DAG01846.1|,340,309,5.52E-32,130,30.612,245,71,MAG TPA: inorganic polyphosphate/ATP-NAD kinase [Siphoviridae sp. ctYaH2],
contig-28_138_length_3322_read_count_130_2_994_1932,tpg|DAN65587.1|,312,222,2.39E-32,127,35.673,171,55,MAG TPA: Tellurite resistance protein [Bacteriophage sp.],
contig-28_73_length_5327_read_count_6574_5_3298_4236,tpg|DAN65587.1|,312,222,2.39E-32,127,35.673,171,55,MAG TPA: Tellurite resistance protein [Bacteriophage sp.],
contig-21_94_length_4166_read_count_5386_2_304_1206,emb|CAB4170476.1|,300,233,6.55E-33,129,37.327,217,72,"COG0670 Integral membrane protein, interacts with FtsH [uncultured Caudovirales phage] >CAB4176824.1 COG0670 Integral membrane protein, interacts with FtsH [uncultured Caudovirales phage] >CAB4181990.1 COG0670 Integral membrane protein, interacts with FtsH [uncultured Caudovirales phage] >CAB4190560.1 COG0670 Integral membrane protein, interacts with FtsH [uncultured Caudovirales phage] >CAB4210996.1 COG0670 Integral membrane protein, interacts with FtsH [uncultured Caudovirales phage]",
contig-56_319_length_1378_read_count_3279_2_238_1140,emb|CAB4170476.1|,300,233,5.53E-33,129,37.327,217,72,"COG0670 Integral membrane protein, interacts with FtsH [uncultured Caudovirales phage] >CAB4176824.1 COG0670 Integral membrane protein, interacts with FtsH [uncultured Caudovirales phage] >CAB4181990.1 COG0670 Integral membrane protein, interacts with FtsH [uncultured Caudovirales phage] >CAB4190560.1 COG0670 Integral membrane protein, interacts with FtsH [uncultured Caudovirales phage] >CAB4210996.1 COG0670 Integral membrane protein, interacts with FtsH [uncultured Caudovirales phage]",
contig-42_60_length_5878_read_count_21083_4_1933_2889,tpg|DAF42556.1|,318,343,4.72E-33,133,51.145,131,40,MAG TPA: N-acetylmuramoyl-L-alanine amidase [Siphoviridae sp. ctHip2],
contig-21_50_length_5879_read_count_10918_4_1927_2883,tpg|DAF42556.1|,318,343,3.75E-33,133,51.145,131,40,MAG TPA: N-acetylmuramoyl-L-alanine amidase [Siphoviridae sp. ctHip2],
contig-42_68_length_5903_read_count_10923_4_3021_3977,tpg|DAF42556.1|,318,343,3.75E-33,133,51.145,131,40,MAG TPA: N-acetylmuramoyl-L-alanine amidase [Siphoviridae sp. ctHip2],
contig-35_90_length_6009_read_count_2826_2_967_2298,tpg|DAV75502.1|,443,438,2.75E-33,139,35.366,246,55,MAG TPA: phosphate regulon sensor kinase PhoR [Inoviridae sp.],
contig-59_54_length_11338_read_count_5377_7_5809_6765,tpg|DAF42556.1|,318,343,2.72E-33,133,51.908,131,40,MAG TPA: N-acetylmuramoyl-L-alanine amidase [Siphoviridae sp. ctHip2],
contig-91_325_length_1413_read_count_4528_1_2_1240,tpg|DAS77244.1|,413,486,2.4E-33,139,30.063,316,74,"MAG TPA: hypothetical protein, partial [Inoviridae sp.]",
contig-28_2_length_19269_read_count_58374_10_10272_11345,tpg|DAD98905.1|,357,491,1.84E-33,138,31.835,267,74,MAG TPA: Signal transduction histidine kinase [Myoviridae sp. ct3hC12],
contig-28_5_length_15652_read_count_25008_9_7925_8998,tpg|DAD98905.1|,357,491,1.84E-33,138,31.835,267,74,MAG TPA: Signal transduction histidine kinase [Myoviridae sp. ct3hC12],
contig-70_0_length_94067_read_count_36875_7_6328_7401,tpg|DAD98905.1|,357,491,1.26E-33,138,31.835,267,74,MAG TPA: Signal transduction histidine kinase [Myoviridae sp. ct3hC12],
contig-21_163_length_2542_read_count_249_1_3_2540,gb|UWG80183.1|,846,527,9.18E-34,146,30.811,370,43,MAG: U3 small nucleolar RNA-associated SSU processome protein 25 [Bacteriophage sp.],
contig-28_59_length_11424_read_count_3474_4_4066_5013,gb|UVY24297.1|,315,352,9.01E-34,135,33.585,265,83,MAG: Prolipoprotein diacylglyceryl transferase [Bacteriophage sp.],
contig-28_9_length_13743_read_count_16495_11_6283_7230,gb|UVY24297.1|,315,352,4.62E-34,135,33.585,265,83,MAG: Prolipoprotein diacylglyceryl transferase [Bacteriophage sp.],
contig-35_5_length_16005_read_count_38718_8_8774_9721,gb|UVY24297.1|,315,352,4.62E-34,135,33.585,265,83,MAG: Prolipoprotein diacylglyceryl transferase [Bacteriophage sp.],
contig-28_373_length_1116_read_count_2339_1_3_1115,gb|UWD62553.1|,371,392,5.98E-35,140,35.135,296,78,MAG: amidohydrolase family protein [Bacteriophage sp.],
contig-77_2_length_62807_read_count_22584_16_18585_19607,gb|UVY22900.1|,340,538,3.37E-35,143,34.559,272,79,MAG: uncharacterized protein family UPF0236 [Bacteriophage sp.],
contig-84_2_length_62910_read_count_22608_16_18585_19607,gb|UVY22900.1|,340,538,3.37E-35,143,34.559,272,79,MAG: uncharacterized protein family UPF0236 [Bacteriophage sp.],
contig-98_413_length_961_read_count_45121_1_2_961,emb|CAB4142586.1|,320,543,8.19E-36,144,31.861,317,98,"HepA Superfamily II DNA/RNA helicases, SNF2 family [uncultured Caudovirales phage]",
contig-98_311_length_1527_read_count_3038_1_9_1526,tpg|DAJ22056.1|,505,255,1.01E-38,150,38.049,205,40,"MAG TPA: helicase loader, partial [Siphoviridae sp. ctNbw4]",
contig-21_243_length_2106_read_count_2919_2_943_2106,tpg|DAF98323.1|,388,451,2.67E-39,154,30.923,401,98,"MAG TPA: Membrane carboxypeptidase (penicillin-binding protein), partial [Myoviridae sp. ctLx49]",
contig-98_155_length_1361_read_count_11267_1_166_1359,gb|UWG80335.1|,397,452,1.88E-39,154,31.19,311,77,MAG: Rhodopirellula transposase DDE domain [Bacteriophage sp.],
contig-56_34_length_18054_read_count_6223_2_517_1800,gb|UWD62553.1|,427,392,3.91E-40,155,34.769,325,74,MAG: amidohydrolase family protein [Bacteriophage sp.],
contig-28_208_length_1835_read_count_677_1_147_1202,tpg|DAK91539.1|,351,346,3.61E-41,155,30.117,342,96,MAG TPA: SITE SPECIFIC RECOMBINASE XERD [Bacteriophage sp.],
contig-21_112_length_3776_read_count_6542_1_15_1025,tpg|DAD61299.1|,336,374,2.28E-41,156,34.006,347,96,MAG TPA: chaperone protein [Inoviridae sp.],
contig-42_4_length_50387_read_count_23938_42_33454_34470,tpg|DAV11729.1|,338,317,1.54E-41,155,33.117,308,88,MAG TPA: hypothetical protein [Bacteriophage sp.],
