name	len	score	pvalue
OY978816.1 |Berlinvirus|Autographiviridae|Klebsiella phage vB_Kpn_K12P1.1|dsDNA|Klebsiella|Klebsiella phage vB_Kpn_K12P1.1 genome assembly, chromosome: K12P1.1_assembly|Spain	39770	1.0	0.0
OY979398.1 ||Autographiviridae|Klebsiella phage vB_Kpn_K22PH164C1|dsDNA|Klebsiella|Klebsiella phage vB_Kpn_K22PH164C1 genome assembly, chromosome: K22PH164C1_assembly|Spain	45253	0.9999971985816956	0.0005098572399728076
OR424386.1 |Tlsvirus|Drexlerviridae|Escherichia phage vB-Eco-KMB25|dsDNA|Escherichia coli|Escherichia phage vB-Eco-KMB25, complete genome|Slovakia	50475	0.999797523021698	0.0020205453584107563
OR729839.1 ||Autographiviridae|Stenotrophomonas phage StenM_174|dsDNA|Stenotrophomonas maltophilia|Stenotrophomonas phage StenM_174, complete genome|Russia	42956	0.9999951720237732	0.0005665080444142307
OR791690.1 |Carltongylesvirus|Chaseviridae|Escherichia phage vB_EcoM_JL1|dsDNA|Escherichia coli|Escherichia phage Ecolipha-JLYS-2023, complete genome|China	55571	0.9999962449073792	0.0005287408414532819
OR420753.1 |Stopavirus|Autographiviridae|Pelagibacter phage HTVC041P|dsDNA|Candidatus Pelagibacter|Pelagibacter phage HTVC041P, complete genome|	38171	1.0	0.0
OR420929.1 |Salasvirus|Salasmaviridae|Salasvirus phi29|dsDNA|Bacillus|Bacillus phage phi29 isolate SZ_D DNA polymerase gene, complete cds|China	1752	0.9993610382080078	0.0030402598383563713
OR526489.1 |Chivirus|Casjensviridae|Salmonella phage STP-3|dsDNA|Salmonella enterica subsp. enterica serovar Typhimurium|Salmonella phage STP-3, complete genome|South Korea	60850	0.9988105893135071	0.003871138303497243
OY757088.1 |Drulisvirus|Autographiviridae|Klebsiella phage vB_Kpl_K72PH164C2|dsDNA|Klebsiella|Klebsiella phage vB_Kpl_K72PH164C2 genome assembly, chromosome: K72PH164C2_assembly|Spain	42982	0.99640953540802	0.005570662436739935
OQ383772.1 |||Caudoviricetes sp.|dsDNA|Sus scrofa|MAG: Caudoviricetes sp. isolate PF180-con-MyoV10 terminase large subunit gene, complete cds|China	1278	1.0	0.0
OQ383781.1 |||Crassvirales sp.|dsDNA|Sus scrofa|MAG: Crassvirales sp. isolate PF78-con-PodoV2 terminase large subunit gene, complete cds|China	2301	0.9999450445175171	0.0011896668932698845
OQ383789.1 |||Caudoviricetes sp.|dsDNA|Sus scrofa|MAG: Caudoviricetes sp. isolate PF177-con-PodoV10 terminase large subunit gene, complete cds|China	1500	1.0	0.0
OQ383810.1 |||Caudoviricetes sp.|dsDNA|Sus scrofa|MAG: Caudoviricetes sp. isolate PF98-con-SiphV16 terminase large subunit gene, complete cds|China	1470	0.08658188581466675	0.19841000075534407
OQ383813.1 |||Caudoviricetes sp.|dsDNA|Sus scrofa|MAG: Caudoviricetes sp. isolate PF101-con-SiphV19 terminase large subunit gene, complete cds|China	1527	1.0	0.0
OQ383816.1 |||Caudoviricetes sp.|dsDNA|Sus scrofa|MAG: Caudoviricetes sp. isolate PF171-con-SiphV22 terminase large subunit gene, complete cds|China	1872	0.6915371417999268	0.03383941385301004
OP380595.1 |Tulanevirus|Straboviridae|Aeromonas phage avDM3|dsDNA|Aeromonas hydrophila|Aeromonas phage avDM3, complete genome|Canada	159712	0.8144339919090271	0.024171009895007176
OR180308.1 |Obolenskvirus||Acinetobacter phage P711|dsDNA|Acinetobacter baumannii|Acinetobacter phage P711, complete genome|South Korea	44580	0.9800313711166382	0.009252964725432435
OR180310.1 |Obolenskvirus||Acinetobacter phage A832.1|dsDNA|Acinetobacter baumannii|Acinetobacter phage A832.1, complete genome|South Korea	44699	0.9819408059120178	0.009007477906186268
OR613466.1 |Gillianvirus||Microbacterium phage CandC|dsDNA|Microbacterium foliorum|Microbacterium phage CandC, complete genome|USA	62344	0.9897255897521973	0.007477906186267845
OR613479.1 |Adaiavirus||Arthrobacter phage MooKitty|dsDNA|Paeniglutamicibacter sulfureus|Arthrobacter phage MooKitty, complete genome|USA	15972	0.9975608587265015	0.004966387189364756
OQ817834.1 |Steinhofvirus||Achromobacter phage emuu_LB7|dsDNA|Achromobacter sp.|Achromobacter phage emuu_LB7, complete genome|USA	46012	0.42835426330566406	0.08960268902485082
OQ817844.1 |Steinhofvirus||Achromobacter phage SE2|dsDNA|Achromobacter sp.|Achromobacter phage SE2, complete genome|USA	45648	0.6796556115150452	0.03485912833295566
OR348818.1 |||Acinetobacter phage Scuro|dsDNA|Acinetobacter baumannii|Acinetobacter phage Scuro, complete genome|	42509	0.7320031523704529	0.030402598383563715
OR521073.1 |Neferthenavirus||Microbacterium phage Jemerald|dsDNA|Microbacterium foliorum|Microbacterium phage Jemerald, complete genome|USA	41099	0.9947603940963745	0.00615605408263464
OR521079.1 |Ilzatvirus||Microbacterium phage MrWorldwide|dsDNA|Microbacterium foliorum|Microbacterium phage MrWorldwide, complete genome|USA	41810	0.998180627822876	0.004456529949391948
OR521086.1 |Kostyavirus||Mycobacterium phage Highbury|dsDNA|Mycolicibacterium smegmatis MC2 155|Mycobacterium phage Highbury, complete genome|USA	73415	0.9967539310455322	0.00541959362489614
OR521087.1 |Corndogvirus||Mycobacterium phage MadKillah|dsDNA|Mycolicibacterium smegmatis|Mycobacterium phage MadKillah, complete genome|USA	71141	0.8073059320449829	0.024699750736460458
OR553895.1 |Yangvirus||Arthrobacter phage Nitro|dsDNA|Arthrobacter globiformis|Arthrobacter phage Nitro, complete genome|USA	44379	0.9993753433227539	0.0030402598383563713
OR553905.1 |||Microbacterium phage Magritte|dsDNA|Microbacterium foliorum|Microbacterium phage Magritte, complete genome|USA	133228	0.9999985694885254	0.0004343228340509102
OR253904.1 |||Mycobacterium Phage Nergal|dsDNA|Mycolicibacterium smegmatis MC2 155|Mycobacterium Phage Nergal, complete genome|USA	55792	0.9964529871940613	0.005532895233778986
OR253907.1 |Kojivirus||Microbacterium phage Guetzie|dsDNA|Microbacterium foliorum|Microbacterium phage Guetzie, complete genome|USA	39758	0.9999620914459229	0.0010574816829065639
OR475256.1 |Kratiovirus||Mycobacterium phage Heftyboy|dsDNA|Mycolicibacterium smegmatis MC2 155|Mycobacterium phage Heftyboy, complete genome|USA	61968	0.9367688894271851	0.014974695974016164
OR475292.1 |Paopuvirus|Orlajensenviridae|Microbacterium phage Erin|dsDNA|Microbacterium foliorum|Microbacterium phage Erin, complete genome|USA	17360	0.999576985836029	0.002738122214668782
OQ587939.1 |||Synechococcus phage S-CRES1|dsDNA|Synechococcus sp.|Synechococcus phage S-CRES1, complete genome|China	73709	0.8022264838218689	0.02502077196162852
OQ831730.1 |Pbunavirus||Pseudomonas phage 109|dsDNA|Pseudomonas aeruginosa|Pseudomonas phage 109, complete genome|	65597	0.8770066499710083	0.019563411133771434
OR234023.1 |Slopekvirus|Straboviridae|Klebsiella phage KpF2|dsDNA|Klebsiella pneumoniae|Klebsiella phage KpF2, complete genome|Turkey	174940	0.999995768070221	0.0005476244429337563
OR296322.1 |Przondovirus|Autographiviridae|Klebsiella phage H5|dsDNA|Klebsiella pneumoniae|Klebsiella phage H5, complete genome|China	39477	1.0	0.0
OY725603.1 |||Bacteroides phage p00|dsDNA|Bacteroides|Bacteroides phage p00 genome assembly, chromosome: 1|Australia	43637	0.4255481958389282	0.09039580028703074
OR327750.1 |Tequatrovirus|Straboviridae|Escherichia phage KK4|dsDNA|Escherichia coli|Escherichia phage KK4, complete genome|Turkey	167690	0.907008171081543	0.01720296094871214
OQ995439.1 |Camvirus||Streptomyces phage Dexers|dsDNA|Streptomyces bicolor|Streptomyces phage Dexers, complete genome|USA	48907	1.0	0.0
ON968456.1 |||Pseudanabaena phage Pan5|dsDNA|Pseudanabaena sp.|Pseudanabaena phage Pan5, complete genome|China	46546	0.47319716215133667	0.07642193519147972
OR159667.1 |Cheoctovirus||Mycobacterium phage ShroomBoi|dsDNA|Mycolicibacterium smegmatis MC2 155|Mycobacterium phage ShroomBoi, complete genome|USA	58221	0.9034227132797241	0.017486214970919255
OR231918.1 |Jiaodavirus|Straboviridae|Klebsiella phage pzk-kv19|dsDNA|Klebsiella variicola|Klebsiella phage pzk-kv19, complete genome|China	167127	0.946407675743103	0.014068283102953395
OP131587.1 ||Peduoviridae|Acidovorax phage Alfacinha3|dsDNA|Paracidovorax valerianellae|Acidovorax phage Alfacinha3, complete genome|Belgium	40526	0.1674441546201706	0.15803686079008988
OQ291054.1 |Zindervirus|Autographiviridae|Salmonella phage Kenya-K31|dsDNA|Salmonella enterica|UNVERIFIED: Salmonella phage Kenya-K31, complete genome|Kenya	44269	1.0	0.0
OQ291068.1 |Jerseyvirus||Salmonella phage Kenya-K55|dsDNA|Salmonella enterica|UNVERIFIED: Salmonella phage Kenya-K55, complete genome|Kenya	43066	0.9931920766830444	0.006703678525568396
OQ291069.1 |Jerseyvirus||Salmonella phage Kenya-K57|dsDNA|Salmonella enterica|UNVERIFIED: Salmonella phage Kenya-K57, complete genome|Kenya	43066	0.9931920766830444	0.006703678525568396
OQ291071.1 |Jerseyvirus||Salmonella phage Kenya-K60|dsDNA|Salmonella enterica|UNVERIFIED: Salmonella phage Kenya-K60, complete genome|Kenya	43066	0.9932087063789368	0.006703678525568396
OR050820.1 |Przondovirus|Autographiviridae|Klebsiella phage HZJ31|dsDNA|Klebsiella pneumoniae|Klebsiella phage HZJ31, complete genome|China	40624	0.9999942183494568	0.0005665080444142307
OR138016.1 |Slopekvirus|Straboviridae|Klebsiella phage R2_1|dsDNA|Klebsiella pneumoniae|Klebsiella phage R2_1, partial genome|	178906	0.9999579191207886	0.0010763652843870384
OQ790161.1 |||Xanthomonas phage RTH11|dsDNA|Xanthomonas sp.|Xanthomonas phage RTH11, complete genome|	312199	0.9392802715301514	0.014880277966613793
OQ860965.1 |Kayfunavirus|Autographiviridae|Salmonella phage ST63|dsDNA|Salmonella enterica subsp. enterica serovar Typhi|Salmonella phage ST63, partial genome|Nepal	39134	1.0	0.0
OQ860976.1 |Kayfunavirus|Autographiviridae|Salmonella phage ST35|dsDNA|Salmonella enterica subsp. enterica serovar Typhi|Salmonella phage ST35, partial genome|Nepal	38880	1.0	0.0
OQ860987.1 |Kayfunavirus|Autographiviridae|Salmonella phage ST1_da Silva-2023|dsDNA|Salmonella enterica subsp. enterica serovar Typhi|Salmonella phage ST1_da Silva-2023, partial genome|Nepal	38461	1.0	0.0
OQ921345.1 |Spbetavirus||Bacillus phage SPbetaL5|dsDNA|Bacillus subtilis BEST7003|Bacillus phage SPbetaL5, complete genome|	126976	0.8772739171981812	0.019563411133771434
BK061475.1 |Citexvirus|Peduoviridae|Pseudomonas phage vB_PaeM-D14A|dsDNA|Pseudomonas aeruginosa|TPA_asm: Pseudomonas phage vB_PaeM-D14A, complete genome|	36237	0.17801107466220856	0.15446786011028024
OQ633473.1 |||Streptococcus phage vB_Sags-UPM1|dsDNA|Streptococcus agalactiae|Streptococcus phage vB_Sags-UPM1|Malaysia	42999	0.9848683476448059	0.008573155072135357
OQ719603.1 |||Vibrio phage vB_VpaP_1601|dsDNA|Vibrio parahaemolyticus|Vibrio phage vB_VpaP_1601, complete genome|China	78477	0.9874486923217773	0.007968879824760178
OQ625504.1 |||Cylindrospermopsis phage Cr-LKS4|dsDNA|Cylindrospermopsis raciborskii KLL07|Cylindrospermopsis phage Cr-LKS4, complete genome|Israel	101125	0.9680408239364624	0.011254626482362716
LC768476.1 |||Klebsiella phage phiKp_14|dsDNA|Klebsiella pneumoniae|Klebsiella phage phiKp_14 DNA, complete genome|Japan	48219	0.978013277053833	0.00953621874763955
LC768496.1 |Slopekvirus|Straboviridae|Klebsiella phage phiKp_26|dsDNA|Klebsiella pneumoniae|Klebsiella phage phiKp_26 DNA, complete genome|Japan	175967	0.9999926090240479	0.0006231588488556538
OP918135.1 |||Vibrio phage vB_VviC_ZQ26|dsDNA|Vibrio cyclitrophicus|Vibrio phage vB_VviC_ZQ26, complete genome|China	42982	0.9801561832427979	0.009252964725432435
OQ709339.1 |||Caudoviricetes sp.|dsDNA|Homo sapiens|MAG: Caudoviricetes sp. isolate k141_8448 genomic sequence|China	1140	0.5025875568389893	0.06023868872271319
OQ709371.1 |||Caudoviricetes sp.|dsDNA|Homo sapiens|MAG: Caudoviricetes sp. isolate k141_11817 genomic sequence|China	2538	0.9961196780204773	0.00572173124858373
OQ632216.1 |||Salmonella phage Arash|dsDNA|Salmonella enterica|Salmonella phage Arash, complete genome|Belgium	180819	0.9685850143432617	0.011197975677921293
OQ709214.1 |Manhattanvirus||Arthrobacter phage ObiToo|dsDNA|Arthrobacter globiformis|Arthrobacter phage ObiToo, complete genome|Canada	43969	0.9999597668647766	0.0010574816829065639
OQ709219.1 |Anayavirus||Mycobacterium Phage Lunahalos|dsDNA|Mycolicibacterium smegmatis MC2 155|Mycobacterium Phage Lunahalos, complete genome|USA	59708	0.9478592872619629	0.013973865095551024
OX382579.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRS-ES1-C7457|Czech Republic	14244	0.9585228562355042	0.012557594984515447
OX382596.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRS-ES10-C142|Czech Republic	52831	0.9342136383056641	0.015220182793262331
OX382616.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRS-EL2-C54|Czech Republic	50252	0.9999035000801086	0.0015673389228793716
OX382633.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRS-EL10-C15|Czech Republic	67052	0.9962273240089417	0.005683964045622781
OX382641.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRS-EL11-C59|Czech Republic	30568	0.9999828934669495	0.0008308784651408716
OX382665.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRS-HS3-C403|Czech Republic	34374	0.9999739527702332	0.0008875292695822947
OX382689.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRS-HS6-C258|Czech Republic	46146	0.5202732682228088	0.05442253946672709
OX382709.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRS-ES5-C124|Czech Republic	38380	0.787796139717102	0.026248206057859356
OX382712.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRS-ES3-C85|Czech Republic	46146	0.5202732682228088	0.05442253946672709
OX382720.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRS-HL12-C86|Czech Republic	43954	0.26324671506881714	0.12872951129239368
OX382723.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRS-HS3-C272|Czech Republic	39800	0.9965750575065613	0.0054951280308180375
OX382736.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRS-ES7-C177|Czech Republic	33816	0.9987436532974243	0.003946672709419141
OX382737.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRS-HS3-C1879|Czech Republic	15109	0.6627151966094971	0.03612432963214744
OX382755.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRS-ES12-C344|Czech Republic	34245	0.9998018741607666	0.0020205453584107563
OX382803.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRS-ES3-C216|Czech Republic	31626	0.9998433589935303	0.0019072437495279099
OX382816.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRS-HS1-C287|Czech Republic	39800	0.9965750575065613	0.0054951280308180375
OX382824.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRS-HS3-C8|Czech Republic	163096	0.9938538074493408	0.006552609713724601
OX382851.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRS-ES13-C2084|Czech Republic	15364	0.8835891485214233	0.019015786690837675
OX382948.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRS-ES12-C455|Czech Republic	29392	0.9999353885650635	0.001321852103633205
OX382961.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRS-HS1-C436|Czech Republic	32783	0.8965398669242859	0.017977188609411585
OX382968.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRS-HS1-C72|Czech Republic	73197	0.9068272113800049	0.017221844550192614
OX382978.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRS-ES2-C1510|Czech Republic	31626	0.9998433589935303	0.0019072437495279099
OX383001.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRS-ES2-C1068|Czech Republic	37686	0.6754539608955383	0.0351234987536823
OX383009.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRS-ES7-C132|Czech Republic	38380	0.787796139717102	0.026248206057859356
OX383016.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRS-HS9-C70|Czech Republic	100237	0.9999750256538391	0.0008686456681018204
OX383044.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRS-HS6-C234|Czech Republic	48365	0.7689521908760071	0.027909962988141097
OX383045.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRSG-H12-C3842|Czech Republic	16829	0.834323525428772	0.022603670972127805
OX383060.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRS-ES5-C154|Czech Republic	36902	0.5627130270004272	0.04651031044640834
OX383098.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRSG-H1-C353|Czech Republic	46146	0.5202732682228088	0.05442253946672709
OX383099.1 |||uncultured Caudovirales phage|dsDNA||MAG: uncultured Caudovirales phage genome assembly, chromosome: HRS-ES2-C737|Czech Republic	46146	0.5202732682228088	0.05442253946672709
